numero_clientes,msgs_por_cliente,tempo_todos_clientes,tempo_medio_por_cliente,tempo_medio_por_msg
85,5,14.388591289520262,0.1692775445825913,0.03385550891651822
86,5,10.58740162849426,0.12310932126156116,0.0246218642523122
87,5,10.564813852310177,0.12143464198057675,0.024286928396115303
88,5,8.929117441177365,0.10146724364974279,0.020293448729948513
89,5,11.9800271987915,0.13460704717743258,0.026921409435486477
90,5,8.277474880218502,0.09197194311353891,0.01839438862270774
91,5,10.327539920806881,0.1134894496791965,0.02269788993583926
92,5,14.232061862945557,0.1546963245972343,0.030939264919446815
93,5,9.921827077865597,0.10668631266522147,0.021337262533044254
94,5,13.100270271301266,0.1393645773542688,0.027872915470853715
95,5,18.906490325927734,0.19901568764134459,0.03980313752826887
96,5,11.77135610580444,0.12261829276879625,0.02452365855375921
97,5,13.474691629409786,0.13891434669494626,0.02778286933898921
98,5,15.4006814956665,0.1571498111802704,0.03142996223605405
99,5,10.533657789230343,0.10640058372959943,0.02128011674591984
100,5,15.083214521408078,0.15083214521408078,0.030166429042816106
