numero_clientes,numero_servidores,msgs_por_cliente,tempo_todos_clientes,tempo_medio_por_cliente,tempo_medio_por_msg,Throughput_medio,tempo_resposta_servidor
1,1,5,0.06173,0.06173,0.01235,81.00429,0.00079
2,1,5,0.02577,0.012885,0.00258,390.629765,0.00139
3,1,5,0.04119,0.01373,0.002746666666666667,368.04058000000003,0.00144
4,1,5,0.0596,0.0149,0.00298,336.166455,0.0017125
5,1,5,0.10755,0.02151,0.0043,233.10090799999998,0.002102
6,1,5,0.11574,0.019289999999999998,0.0038566666666666667,261.0313833333333,0.0022233333333333332
7,1,5,0.12573,0.017961428571428573,0.0035914285714285714,280.74586714285715,0.0022157142857142853
8,1,5,0.14298,0.0178725,0.003575,282.16867375000004,0.0019475
9,1,5,0.16136000000000003,0.017928888888888894,0.0035855555555555554,280.17587,0.0018588888888888887
10,1,5,0.17824999999999996,0.017824999999999997,0.003565,282.22828300000003,0.0019290000000000002
11,1,5,0.23833999999999997,0.021667272727272726,0.004332727272727273,231.75665181818184,0.0026490909090909095
12,1,5,0.31316,0.026096666666666667,0.005219166666666666,192.70715416666667,0.0032608333333333326
13,1,5,0.31447,0.024190000000000003,0.004837692307692308,208.8159761538462,0.0029823076923076917
14,1,5,0.37493,0.026780714285714286,0.005355714285714287,190.21562500000002,0.0032385714285714288
15,1,5,0.51834,0.034556,0.00691,146.2625546666667,0.0031086666666666667
16,1,5,0.49051999999999996,0.030657499999999997,0.0061312499999999995,165.501303125,0.0030418750000000003
17,1,5,0.53665,0.03156764705882353,0.006313529411764706,159.50350176470585,0.0038047058823529414
18,1,5,0.62899,0.03494388888888889,0.0069883333333333325,145.3043388888889,0.004007222222222223
19,1,5,0.6291199999999999,0.033111578947368416,0.006621578947368421,151.9993315789474,0.004086315789473684
20,1,5,0.5319499999999999,0.026597499999999996,0.005319499999999999,190.28149749999997,0.0031739999999999997
21,1,5,0.78211,0.03724333333333333,0.00744904761904762,136.64658571428566,0.004372857142857144
22,1,5,0.5621900000000001,0.02555409090909091,0.005110909090909091,203.09113454545457,0.003056818181818182
23,1,5,0.6837599999999999,0.029728695652173908,0.005945652173913043,171.30748869565215,0.0031778260869565218
24,1,5,0.81578,0.03399083333333333,0.006798333333333333,149.42301125,0.0034095833333333335
25,1,5,0.6797300000000001,0.027189200000000004,0.005437999999999999,190.14567359999998,0.0031432
26,1,5,0.96407,0.037079615384615384,0.007416153846153846,138.42227230769228,0.004508076923076923
27,1,5,0.9711299999999999,0.03596777777777777,0.007193703703703703,143.0447440740741,0.003853703703703704
28,1,5,0.93112,0.033254285714285715,0.006651071428571429,154.08886714285714,0.003982142857142857
