numero_clientes,msgs_por_cliente,tempo_todos_clientes,tempo_medio_por_cliente,tempo_medio_por_msg,Throughput_medio,tempo_resposta_servidor
85,5,12.25177001953125,0.1441384708180147,0.028827694163602893,50.74037563323984,0.02158241622588209
86,5,5.968046188354489,0.0693958859110987,0.013879177182219697,76.5106908290899,0.011088336622992176
87,5,10.734246015548703,0.12338213810975521,0.024676427621950995,45.0261098253536,0.01836502552032467
88,5,10.60271835327148,0.12048543583263047,0.024097087166526053,44.29934567181368,0.017773765054616013
89,5,11.671179056167599,0.13113684332772582,0.026227368665545127,41.44718309897066,0.01783830262302008
90,5,8.636466503143307,0.09596073892381453,0.019192147784762862,56.50453426943891,0.013214732540978276
91,5,10.158828973770138,0.11163548322824328,0.02232709664564862,53.49664450158677,0.01751931748547392
92,5,9.746215343475338,0.10593712329864498,0.021187424659728955,53.37190504923783,0.016446633831314377
93,5,11.46285271644592,0.12325648082199914,0.02465129616439979,45.680075090753235,0.01765666725814979
94,5,9.965351104736325,0.10601437345464175,0.021202874690928315,52.997841449277956,0.01651772920121533
95,5,8.748650550842282,0.09209105842991876,0.018418211685983708,58.821177200250844,0.01352659275657248
96,5,12.679437398910519,0.1320774729053179,0.026415494581063532,44.78614658686564,0.020749069750308945
97,5,11.571322917938229,0.11929198884472401,0.023858397768944762,46.46681822898583,0.015122355874051705
98,5,9.67046236991882,0.09867818744815123,0.019735637489630205,54.138134180941805,0.015093363669453784
99,5,13.051949262619015,0.13183787133958602,0.026367574267917162,41.05795990575729,0.015185846824838608
100,5,10.915585517883297,0.10915585517883297,0.021831171035766553,47.470977356316936,0.015503438115119885
1,5,0.0581142902374267,0.0581142902374267,0.0116228580474853,86.03735810198195,0.0006937980651855
2,5,0.0230062007904051,0.01150310039520255,0.0023006200790405,435.22661615436243,0.0007953345775604
3,5,0.0350706577301024,0.011690219243367467,0.0023380438486734667,427.97788609153105,0.0009417335192361999
4,5,0.0681595802307126,0.01703989505767815,0.003407979011535625,293.81781279394255,0.0020422190427779752
5,5,0.0610041618347166,0.012200832366943321,0.0024401664733886197,410.4190463327636,0.00102585554122918
6,5,0.09116029739379841,0.015193382898966401,0.00303867657979325,329.73972519099,0.0013958513736724166
7,5,0.11756920814514119,0.0167956011635916,0.0033591202327182858,299.26097281175447,0.0015068139348710717
8,5,0.1526696681976315,0.019083708524703938,0.00381674170494075,262.64102580198016,0.0019444376230239374
9,5,0.18888711929321242,0.020987457699245825,0.004197491539849122,238.76956064475533,0.0021250446637471002
10,5,0.2459743022918695,0.02459743022918695,0.00491948604583736,204.2598447052006,0.0024760842323302695
11,5,0.2694394588470453,0.024494496258822298,0.004898899251764418,206.1335800118757,0.002672038295052209
12,5,0.32944035530090265,0.027453362941741888,0.00549067258834835,186.46831835007401,0.002775554855664525
13,5,0.4536159038543694,0.034893531065720726,0.006978706213144109,144.4722298568925,0.004242759484511099
14,5,0.5318086147308345,0.037986329623631035,0.0075972659247261565,132.76783537074576,0.004493372780936056
15,5,0.5578999519348136,0.037193330128987574,0.007438666025797481,136.75618610603243,0.004423391819000194
16,5,0.6565649509429924,0.041035309433937024,0.008207061886787374,123.88282069975835,0.005088772624731006
17,5,0.6900966167449945,0.040593918632058495,0.008118783726411671,126.39463430780361,0.004615808234495212
18,5,0.7926516532897944,0.044036202960544134,0.008807240592108773,117.91533245157206,0.005121267504162211
19,5,0.9742562770843496,0.05127664616233419,0.01025532923246679,101.44049502967319,0.006230881339625258
20,5,1.0764951705932606,0.05382475852966303,0.010764951705932554,94.9655457122157,0.007083666324615425
21,5,1.1867113113403316,0.056510062444777694,0.011302012488955496,92.97278600321201,0.006967062041872976
22,5,1.1288313865661612,0.051310517571189145,0.010262103514237777,100.99767995074781,0.0065334520556709595
23,5,1.4319076538085929,0.06225685451341708,0.012451370902683377,84.18251603271305,0.008158541244009212
24,5,1.9380152225494376,0.08075063427289324,0.016150126854578603,67.88145450413309,0.009448769191900833
