numero_clientes,numero_servidores,msgs_por_cliente,tempo_todos_clientes,tempo_medio_por_cliente,tempo_medio_por_msg,Throughput_medio,tempo_resposta_servidor
1,1,5,0.02563,0.02563,0.00513,195.08552,0.00069
2,1,5,0.0157,0.00785,0.00157,637.1022,0.00085
3,1,5,0.02672,0.008906666666666667,0.0017800000000000001,561.8451966666667,0.0007733333333333333
4,1,5,0.030130000000000004,0.007532500000000001,0.001505,664.0293650000001,0.0008625
5,1,5,0.056720000000000007,0.011344000000000002,0.0022700000000000003,440.98282,0.001276
6,1,5,0.0631,0.010516666666666667,0.0021033333333333334,477.6105416666667,0.0012033333333333334
7,1,5,0.10618,0.015168571428571429,0.0030342857142857146,330.3915942857143,0.0017114285714285716
8,1,5,0.10505999999999999,0.013132499999999998,0.00262625,383.47320625,0.00148625
9,1,5,0.14689,0.01632111111111111,0.0032644444444444444,307.9187866666667,0.0018088888888888887
10,1,5,0.16310000000000002,0.01631,0.003263,308.88172000000003,0.0019130000000000002
11,1,5,0.18673000000000003,0.016975454545454547,0.0033954545454545457,296.6089554545455,0.001942727272727273
12,1,5,0.24947999999999998,0.02079,0.004158333333333334,240.94854583333333,0.00236
13,1,5,0.24271,0.01867,0.003733846153846154,269.55117538461536,0.0020346153846153843
14,1,5,0.34384,0.02456,0.004912142857142857,204.4187021428572,0.002267857142857143
15,1,5,0.36107,0.024071333333333333,0.004814,209.1102633333333,0.002792666666666667
16,1,5,0.35648,0.02228,0.004456875,227.52958312500002,0.00255625
17,1,5,0.38116999999999995,0.02242176470588235,0.004483529411764706,225.16022529411765,0.0028000000000000004
18,1,5,0.45172,0.025095555555555555,0.005019444444444445,201.45641444444445,0.002611111111111111
19,1,5,0.49805000000000005,0.026213157894736844,0.0052426315789473685,193.32735684210525,0.003239473684210526
20,1,5,0.60145,0.030072500000000002,0.0060135,168.1402,0.0031994999999999997
21,1,5,0.64584,0.030754285714285713,0.006150000000000001,164.8160561904762,0.0030952380952380953
22,1,5,0.6395599999999999,0.029070909090909088,0.005814545454545456,174.76892363636364,0.0031631818181818176
23,1,5,0.7040299999999999,0.03061,0.0061226086956521755,165.2100239130435,0.003414347826086956
24,1,5,0.7169300000000001,0.029872083333333337,0.00597375,171.1322716666667,0.003224166666666667
25,1,5,0.8815,0.03526,0.007051999999999999,144.87744999999998,0.0041488
26,1,5,0.8684700000000001,0.033402692307692314,0.006681153846153846,152.37533730769232,0.003985384615384615
27,1,5,0.85288,0.03158814814814815,0.006317407407407407,161.94302333333331,0.003592222222222222
28,1,5,0.95968,0.034274285714285715,0.006855000000000001,149.1260875,0.003705
29,1,5,1.00824,0.03476689655172414,0.006953793103448276,145.9541189655172,0.0033344827586206894
