numero_clientes,numero_servidores,msgs_por_cliente,tempo_todos_clientes,tempo_medio_por_cliente,tempo_medio_por_msg,Throughput_medio,tempo_resposta_servidor
1,1,5,0.0218541622161865,0.0218541622161865,0.0043708324432373,228.78936975660844,0.0008461475372314
2,1,5,0.0127582550048827,0.00637912750244135,0.00127582550048825,783.9618941034664,0.0007167160511016
3,1,5,0.0185508728027342,0.006183624267578067,0.0012367248535155668,810.1449636737344,0.0007528066635131
4,1,5,0.0271065235137937,0.006776630878448425,0.001355326175689625,737.9978723262054,0.0009384751319885
5,1,5,0.044237852096557395,0.008847570419311479,0.00176951408386226,565.9875407420137,0.0011079311370848998
6,1,5,0.0523447990417478,0.008724133173624632,0.0017448266347249001,576.119604423987,0.0010984937349954834
7,1,5,0.065653800964355,0.009379114423479286,0.0018758228846958286,534.6692064144605,0.0013001731463840572
8,1,5,0.0986299514770503,0.012328743934631287,0.0024657487869262375,407.71060401948125,0.0018316805362700874
9,1,5,0.1575536727905269,0.017505963643391877,0.003501192728678333,291.074623177491,0.0025146338674756664
10,1,5,0.1739580631256099,0.01739580631256099,0.00347916126251216,290.2382549533065,0.0025337755680083897
11,1,5,0.1808614730834956,0.0164419520984996,0.0032883904196998816,307.9107221856512,0.002035336060957427
12,1,5,0.22102856636047297,0.01841904719670608,0.0036838094393411755,274.1862856685039,0.0024937639633814085
13,1,5,0.29151868820190363,0.02242451447706951,0.004484902895413862,225.30787164781668,0.0029188990592955997
14,1,5,0.35650825500488215,0.025464875357491583,0.005092975071498265,199.18833587154182,0.002945687089647514
15,1,5,0.4303581714630122,0.028690544764200812,0.005738108952840127,177.96110945167126,0.0035102287928262797
16,1,5,0.56646180152893,0.035403862595558125,0.007080772519111593,145.40026003092606,0.004643980413675249
17,1,5,0.640676259994506,0.03768683882320623,0.007537367764641212,135.0779291730298,0.0053087052176979885
18,1,5,0.7222177982330313,0.040123211012946185,0.008024642202589194,127.96045491793188,0.005069712797800655
19,1,5,0.7721590995788566,0.040639952609413506,0.008127990521882657,130.28853140941533,0.005373292847683506
20,1,5,0.8669719696044912,0.04334859848022456,0.008669719696044879,119.54314687480232,0.005430886149406375
21,1,5,0.976324796676635,0.04649165698460166,0.009298331396920287,115.35076931629646,0.005790029253278409
22,1,5,1.0675003528594962,0.048522743311795284,0.009704548662359008,110.95611152502434,0.006387816234068391
23,1,5,1.1939938068389886,0.05191277421039081,0.010382554842078113,101.16461655161791,0.006900849549666651
24,1,5,1.1155629158020008,0.0464817881584167,0.009296357631683296,119.83325015664275,0.006435327231883954
25,1,5,1.3647315502166735,0.05458926200866694,0.010917852401733352,98.9564945065678,0.007139508724212601
26,1,5,1.5699393749237052,0.060382283650911736,0.012076456730182301,86.91559297262671,0.008250007262596669
27,1,5,1.6123270988464344,0.059715818475793866,0.011943163695158729,87.6889984570751,0.0073501224871034545
28,1,5,1.7327334880828849,0.061883338860103033,0.012376667772020572,88.88396729824218,0.007763658251081148
29,1,5,2.088848829269408,0.07202926997480717,0.014405853994961389,73.67298428208596,0.008824064813811153
30,1,5,1.91953945159912,0.06398464838663734,0.012796929677327425,86.65524679115624,0.008396796385447143
31,1,5,1.9961056709289537,0.06439050551383722,0.0128781011027674,85.29481284495962,0.008490648961836234
32,1,5,1.819191455841063,0.056849732995033216,0.0113699465990066,95.66073286812035,0.007349174469709353
33,1,5,2.258687496185301,0.06844507564197881,0.013689015128395715,84.6312616699829,0.00954154224106755
34,1,5,2.2886474132537824,0.06731315921334655,0.013462631842669267,84.44444290007418,0.00882412580882797
35,1,5,3.177893877029417,0.0907969679151262,0.018159393583025197,59.50882595891575,0.00833920240402217
36,1,5,2.3493213653564435,0.06525892681545677,0.013051785363091307,107.95449417288518,0.00948747164673271
37,1,5,3.2787759304046613,0.08861556568661247,0.017723113137322454,64.9489903247947,0.010941389444711997
